orf_id	ensembl_gene_id	ensembl_gene_id_version	ensembl_protein_id
56644	ENSG00000196628	20	ENSP00000346440.3
56645	ENSG00000173588	16	ENSP00000447783.1
56646	ENSG00000138738	11	ENSP00000404832.2
56653	ENSG00000025156	13	ENSP00000357440.4
56661	ENSG00000105664	11	ENSP00000222271.2
56678	ENSG00000177807	10	ENSP00000495557.1
56684	ENSG00000103043	15	ENSP00000261776.5
56698	ENSG00000075240	17	ENSP00000385689.1
56717	ENSG00000187766	1	ENSP00000335565.2
56725	ENSG00000244355	8	ENSP00000364985.3
56749	ENSG00000231852	9	ENSP00000415043.2
56779	ENSG00000100206	11	ENSP00000216024.2
56785	ENSG00000167612	13	ENSP00000344690.4
56807	ENSG00000153006	16	ENSP00000427401.3
56819	ENSG00000153684	16	ENSP00000456138.3
56822	ENSG00000159921	20	ENSP00000494141.2
56827	ENSG00000171360	4	ENSP00000246646.3
56828	ENSG00000185966	4	ENSP00000357778.1
56858	ENSG00000205189	12	ENSP00000412036.3
56859	ENSG00000130518	18	ENSP00000470780.1
56868	ENSG00000163618	18	ENSP00000350632.3
56872	ENSG00000146122	17	ENSP00000437808.1
56918	ENSG00000137338	6	ENSP00000506997.1
56924	ENSG00000108256	9	ENSP00000225388.3
70010	ENSG00000004939	16	ENSP00000262418.6
70027	ENSG00000198883	12	ENSP00000445775.1
70040	ENSG00000175513	10	ENSP00000484252.1
70054	ENSG00000153179	13	ENSP00000443021.1
70073	ENSG00000069764	10	ENSP00000393847.4
70095	ENSG00000177504	10	ENSP00000321309.4
70191	ENSG00000197769	6	ENSP00000349785.3
70200	ENSG00000132470	14	ENSP00000405536.3
70243	ENSG00000168071	22	ENSP00000349238.5
70259	ENSG00000100014	20	ENSP00000325785.8
70264	ENSG00000088808	18	ENSP00000202556.9
70294	ENSG00000278318	5	ENSP00000479884.1
70302	ENSG00000138162	19	ENSP00000427618.1
70334	ENSG00000198818	10	ENSP00000354590.3
70352	ENSG00000165688	13	ENSP00000360782.3
70353	ENSG00000110171	21	ENSP00000340797.3
70357	ENSG00000123297	20	ENSP00000499171.2
70368	ENSG00000243335	10	ENSP00000411624.1
70382	ENSG00000092051	18	ENSP00000348648.4
70400	ENSG00000166224	18	ENSP00000362298.3
70408	ENSG00000162881	7	ENSP00000367930.3
70410	ENSG00000136536	15	ENSP00000386830.1
70423	ENSG00000186115	13	ENSP00000221700.3
70436	ENSG00000161896	12	ENSP00000293756.4
70457	ENSG00000170122	6	ENSP00000371940.2
70471	ENSG00000132640	15	ENSP00000477589.1
70473	ENSG00000152977	10	ENSP00000282928.4
70497	ENSG00000172482	5	ENSP00000302620.3
70500	ENSG00000171608	18	ENSP00000366563.4
70511	ENSG00000164185	7	ENSP00000296600.4
70512	ENSG00000186393	6	ENSP00000334798.4
70533	ENSG00000205138	4	ENSP00000368165.2
70550	ENSG00000179930	6	ENSP00000344129.3
70565	ENSG00000203933	3	ENSP00000359571.1
70610	ENSG00000159216	19	ENSP00000501943.1
70681	ENSG00000165995	24	ENSP00000320025.8
70682	ENSG00000146587	18	ENSP00000380120.1
70726	ENSG00000011201	12	ENSP00000262648.3
70750	ENSG00000186212	4	ENSP00000334879.2
70759	ENSG00000163792	6	ENSP00000296096.5
70774	ENSG00000235169	11	ENSP00000496314.2
70810	ENSG00000187912	12	ENSP00000393719.2
70824	ENSG00000166068	13	ENSP00000299084.4
70835	ENSG00000183318	12	ENSP00000509506.1
70851	ENSG00000189090	8	ENSP00000413896.2
70872	ENSG00000204644	10	ENSP00000366080.2
70919	ENSG00000133678	14	ENSP00000361355.3
70922	ENSG00000140092	15	ENSP00000345008.4
70932	ENSG00000048462	11	ENSP00000053243.1
70933	ENSG00000111215	12	ENSP00000228811.4
70947	ENSG00000170485	17	ENSP00000338283.5
70989	ENSG00000124103	10	ENSP00000360379.4
70997	ENSG00000167302	11	ENSP00000300714.3
71001	ENSG00000188021	9	ENSP00000345195.5
71027	ENSG00000196155	13	ENSP00000368649.3
71033	ENSG00000140406	4	ENSP00000267984.2
71045	ENSG00000136720	7	ENSP00000259241.6
71051	ENSG00000198517	10	ENSP00000344903.4
71056	ENSG00000197299	13	ENSP00000347232.3
71060	ENSG00000169981	11	ENSP00000379368.2
71072	ENSG00000205808	7	ENSP00000371307.2
71075	ENSG00000168269	10	ENSP00000415483.2
71077	ENSG00000106348	18	ENSP00000265385.8
71081	ENSG00000102230	14	ENSP00000368440.1
71090	ENSG00000184887	14	ENSP00000418150.3
71099	ENSG00000133103	17	ENSP00000397441.2
71105	ENSG00000189241	8	ENSP00000357597.4
71136	ENSG00000072062	16	ENSP00000309591.3
71146	ENSG00000176148	16	ENSP00000335595.4
71152	ENSG00000126337	14	ENSP00000377555.2
71155	ENSG00000164484	12	ENSP00000296978.3
71163	ENSG00000182132	14	ENSP00000329686.4
71166	ENSG00000270647	7	ENSP00000474096.1
71169	ENSG00000122085	17	ENSP00000375840.2
71174	ENSG00000156050	10	ENSP00000286544.4
71178	ENSG00000154447	15	ENSP00000284637.9
71180	ENSG00000076662	10	ENSP00000160262.3
71191	ENSG00000139531	13	ENSP00000266971.3
71206	ENSG00000130714	19	ENSP00000385797.4
71239	ENSG00000206177	7	ENSP00000349270.3
71240	ENSG00000124237	6	ENSP00000360210.3
71245	ENSG00000108091	11	ENSP00000263102.6
71258	ENSG00000183230	18	ENSP00000389714.1
71286	ENSG00000139132	16	ENSP00000449273.1
71288	ENSG00000127993	16	ENSP00000265732.5
71311	ENSG00000122126	18	ENSP00000349635.5
71337	ENSG00000176715	17	ENSP00000320646.4
71346	ENSG00000146281	6	ENSP00000275072.4
71354	ENSG00000172007	7	ENSP00000306496.5
71372	ENSG00000157657	15	ENSP00000288466.7
71393	ENSG00000165643	11	ENSP00000298466.5
71402	ENSG00000083535	16	ENSP00000478697.1
71415	ENSG00000165802	23	ENSP00000265663.7
71420	ENSG00000132530	17	ENSP00000354822.3
71427	ENSG00000115138	11	ENSP00000379170.2
71430	ENSG00000156206	14	ENSP00000286732.4
71448	ENSG00000001631	17	ENSP00000378013.2
71484	ENSG00000125970	12	ENSP00000246194.3
71503	ENSG00000187650	4	ENSP00000343348.2
71514	ENSG00000188730	5	ENSP00000341819.3
71567	ENSG00000112038	18	ENSP00000328264.7
71575	ENSG00000163599	18	ENSP00000497102.1
71591	ENSG00000163254	5	ENSP00000282141.3
71592	ENSG00000131323	17	ENSP00000376500.3
71602	ENSG00000143105	7	ENSP00000358786.2
71609	ENSG00000204873	5	ENSP00000392189.2
71611	ENSG00000105642	16	ENSP00000507021.1
71622	ENSG00000163646	12	ENSP00000322280.1
71628	ENSG00000187272	7	ENSP00000254072.6
71642	ENSG00000182389	20	ENSP00000438949.1
71646	ENSG00000172497	9	ENSP00000303246.3
71704	ENSG00000108854	16	ENSP00000262435.9
71715	ENSG00000072134	16	ENSP00000378982.2
71745	ENSG00000182816	9	ENSP00000382777.2
71751	ENSG00000126895	16	ENSP00000496396.1
71752	ENSG00000112137	19	ENSP00000329880.8
71769	ENSG00000157542	11	ENSP00000477437.1
71771	ENSG00000168646	14	ENSP00000302625.5
71775	ENSG00000055332	19	ENSP00000233057.4
71783	ENSG00000185630	20	ENSP00000405890.2
71807	ENSG00000111262	6	ENSP00000371985.3
71813	ENSG00000186924	3	ENSP00000333887.2
71821	ENSG00000141127	15	ENSP00000268835.2
71828	ENSG00000165259	14	ENSP00000362272.2
71838	ENSG00000221983	8	ENSP00000388107.1
71841	ENSG00000172421	10	ENSP00000302649.3
71866	ENSG00000164134	14	ENSP00000296543.4
71876	ENSG00000141013	17	ENSP00000268699.4
71881	ENSG00000198937	9	ENSP00000362507.3
71885	ENSG00000183019	8	ENSP00000329920.3
71892	ENSG00000180176	15	ENSP00000325951.4
71894	ENSG00000269699	7	ENSP00000472306.1
71899	ENSG00000198133	9	ENSP00000450859.2
71910	ENSG00000092208	19	ENSP00000308533.7
71924	ENSG00000186970	5	ENSP00000334866.3
71940	ENSG00000105641	4	ENSP00000222248.2
71953	ENSG00000167916	5	ENSP00000264651.2
71954	ENSG00000183837	10	ENSP00000469445.1
71959	ENSG00000188581	9	ENSP00000305975.4
71963	ENSG00000170948	4	ENSP00000471575.1
71965	ENSG00000204435	15	ENSP00000365042.3
71977	ENSG00000156574	10	ENSP00000287139.3
71987	ENSG00000168002	12	ENSP00000301788.7
72011	ENSG00000141485	17	ENSP00000406220.2
72025	ENSG00000147852	17	ENSP00000506072.1
72030	ENSG00000184160	8	ENSP00000386069.2
72045	ENSG00000184811	4	ENSP00000329548.3
72050	ENSG00000166317	12	ENSP00000361964.4
72058	ENSG00000157765	13	ENSP00000425501.1
72064	ENSG00000176182	6	ENSP00000325402.4
72108	ENSG00000250254	2	ENSP00000424261.1
72127	ENSG00000187122	17	ENSP00000266058.4
72137	ENSG00000162946	23	ENSP00000355597.6
72146	ENSG00000138834	15	ENSP00000250894.4
80385	ENSG00000105610	6	ENSP00000264834.3
80593	ENSG00000137073	24	ENSP00000368540.2
81260	ENSG00000274749	1	ENSP00000479656.1
81261	ENSG00000187026	3	ENSP00000334287.2
40080553	ENSG00000160973	8	ENSP00000366534.4
40080645	ENSG00000163914	5	ENSP00000296271.3
40080658	ENSG00000132326	12	ENSP00000254657.3
100000046	ENSG00000184113	10	ENSP00000480623.1
100000400	ENSG00000184381	20	ENSP00000333142.3
100000407	ENSG00000100151	16	ENSP00000349465.3
100000476	ENSG00000100280	17	ENSP00000400065.2
100001965	ENSG00000011275	19	ENSP00000404602.2
100002000	ENSG00000184205	14	ENSP00000364591.4
100002218	ENSG00000150477	15	ENSP00000280020.5
100002287	ENSG00000145332	14	ENSP00000426451.1
100002625	ENSG00000114416	19	ENSP00000388828.2
100008365	ENSG00000186847	6	ENSP00000167586.6
100008515	ENSG00000100934	15	ENSP00000306881.6
100008545	ENSG00000136997	21	ENSP00000367207.3
100008556	ENSG00000205302	7	ENSP00000368831.2
100008839	ENSG00000185043	13	ENSP00000333873.6
100009031	ENSG00000139352	4	ENSP00000266744.3
100009072	ENSG00000007372	25	ENSP00000491295.1
100009115	ENSG00000165171	11	ENSP00000297873.4
100009273	ENSG00000066185	13	ENSP00000361646.3
100009284	ENSG00000090861	17	ENSP00000261772.8
100009390	ENSG00000121957	15	ENSP00000496104.1
100009500	ENSG00000221867	9	ENSP00000359301.3
100009545	ENSG00000099795	7	ENSP00000215565.1
100009557	ENSG00000121361	5	ENSP00000240662.2
100009807	ENSG00000134001	15	ENSP00000256383.4
100009829	ENSG00000105401	9	ENSP00000222005.1
100009982	ENSG00000159128	16	ENSP00000290219.5
100009984	ENSG00000089289	16	ENSP00000348784.4
100010020	ENSG00000044446	12	ENSP00000369274.4
100010307	ENSG00000146425	11	ENSP00000356056.3
100010379	ENSG00000162613	18	ENSP00000294623.4
100010506	ENSG00000170498	10	ENSP00000356162.4
100010599	ENSG00000181019	13	ENSP00000319788.5
100010705	ENSG00000131979	20	ENSP00000419045.2
100010717	ENSG00000143369	15	ENSP00000358043.4
100010933	ENSG00000178028	14	ENSP00000361363.2
100011152	ENSG00000148660	22	ENSP00000315599.3
100011241	ENSG00000104897	10	ENSP00000221494.3
100011278	ENSG00000186832	9	ENSP00000301653.3
100011347	ENSG00000032742	18	ENSP00000261632.5
100011355	ENSG00000118526	7	ENSP00000356857.5
100011404	ENSG00000092295	12	ENSP00000206765.6
100011481	ENSG00000126003	7	ENSP00000246229.4
100011492	ENSG00000133606	11	ENSP00000255977.2
100011508	ENSG00000068400	14	ENSP00000515638.1
100011621	ENSG00000198807	13	ENSP00000355245.6
100011634	ENSG00000145248	7	ENSP00000273861.4
100014221	ENSG00000168703	5	ENSP00000361871.3
100014304	ENSG00000117400	18	ENSP00000361548.3
100014316	ENSG00000116748	22	ENSP00000430075.3
100014332	ENSG00000240386	4	ENSP00000334187.2
100014361	ENSG00000178814	17	ENSP00000480476.1
100014372	ENSG00000121634	6	ENSP00000358238.1
100014378	ENSG00000108417	4	ENSP00000225550.3
100014381	ENSG00000186965	5	ENSP00000335660.3
100014396	ENSG00000197079	9	ENSP00000246639.3
100014440	ENSG00000204897	7	ENSP00000310573.4
100014450	ENSG00000197084	6	ENSP00000475270.1
100014471	ENSG00000187754	9	ENSP00000298181.5
100014491	ENSG00000186207	5	ENSP00000333952.2
100014515	ENSG00000176009	4	ENSP00000435770.1
100014548	ENSG00000067208	16	ENSP00000359356.1
100014723	ENSG00000185960	15	ENSP00000370987.1
100014733	ENSG00000186930	4	ENSP00000334560.3
100014766	ENSG00000197487	9	ENSP00000349884.2
100015072	ENSG00000186844	6	ENSP00000334869.2
100015084	ENSG00000173908	9	ENSP00000305263.7
100015109	ENSG00000268988	2	ENSP00000470584.1
100015118	ENSG00000102878	18	ENSP00000463706.1
100015156	ENSG00000204542	3	ENSP00000259870.3
100015161	ENSG00000159455	9	ENSP00000357769.3
100015204	ENSG00000186860	5	ENSP00000333993.3
100015253	ENSG00000183733	6	ENSP00000333097.6
100015297	ENSG00000177842	12	ENSP00000322265.6
100015403	ENSG00000111860	14	ENSP00000393317.2
100015459	ENSG00000268940	6	ENSP00000472303.1
100015467	ENSG00000188803	15	ENSP00000387157.3
100015481	ENSG00000159495	8	ENSP00000389466.2
100015503	ENSG00000184724	5	ENSP00000332690.2
100015584	ENSG00000184492	7	ENSP00000302756.5
100015595	ENSG00000276747	1	ENSP00000483125.1
100015630	ENSG00000270765	7	ENSP00000474529.2
100015815	ENSG00000244411	4	ENSP00000417330.2
100015973	ENSG00000070031	4	ENSP00000176195.3
100015984	ENSG00000133243	10	ENSP00000255608.3
100016002	ENSG00000077264	16	ENSP00000361077.4
100016009	ENSG00000019995	6	ENSP00000352676.4
100016058	ENSG00000107187	17	ENSP00000360811.3
100016069	ENSG00000123700	5	ENSP00000243457.2
100016081	ENSG00000262576	3	ENSP00000458570.2
100016109	ENSG00000008086	13	ENSP00000369325.3
100016119	ENSG00000203786	7	ENSP00000475216.1
100016209	ENSG00000185962	1	ENSP00000335006.1
100016215	ENSG00000106536	21	ENSP00000384004.1
100061597	ENSG00000196092	14	ENSP00000350844.4
100061732	ENSG00000109819	9	ENSP00000264867.2
100061924	ENSG00000159289	6	ENSP00000290438.3
100062247	ENSG00000173805	16	ENSP00000309392.5
100062331	ENSG00000147100	11	ENSP00000465734.1
100062334	ENSG00000126251	7	ENSP00000410925.1
100062388	ENSG00000086159	13	ENSP00000320247.5
100062506	ENSG00000156509	14	ENSP00000403293.2
100062530	ENSG00000101282	9	ENSP00000217260.4
100062567	ENSG00000285437	2	ENSP00000483328.1
100062578	ENSG00000186925	6	ENSP00000375107.3
100062710	ENSG00000179111	9	ENSP00000314774.4
100063945	ENSG00000116678	20	ENSP00000330393.7
100063955	ENSG00000102921	8	ENSP00000262384.3
100063986	ENSG00000170484	10	ENSP00000307240.2
100064009	ENSG00000196859	8	ENSP00000347823.2
100064010	ENSG00000250506	9	ENSP00000400088.1
100064142	ENSG00000186226	9	ENSP00000357759.3
100064144	ENSG00000172155	10	ENSP00000316737.6
100064145	ENSG00000187180	4	ENSP00000357772.1
100064146	ENSG00000212938	3	ENSP00000375482.2
100064148	ENSG00000205439	10	ENSP00000381005.1
100064149	ENSG00000187238	5	ENSP00000335358.1
100064163	ENSG00000188155	11	ENSP00000383219.1
100064196	ENSG00000174780	17	ENSP00000495128.1
100064207	ENSG00000170454	6	ENSP00000252245.5
100064217	ENSG00000175318	12	ENSP00000311657.7
100066339	ENSG00000112182	16	ENSP00000257749.4
100066353	ENSG00000135443	8	ENSP00000257901.3
100066360	ENSG00000171446	7	ENSP00000301656.3
100066377	ENSG00000274808	6	ENSP00000478473.1
100066379	ENSG00000008197	5	ENSP00000008391.4
100066551	ENSG00000100030	15	ENSP00000215832.7
100066775	ENSG00000114473	14	ENSP00000265239.6
100066872	ENSG00000165495	16	ENSP00000298282.8
100067112	ENSG00000171444	19	ENSP00000305617.4
100067219	ENSG00000125740	14	ENSP00000245919.3
100067220	ENSG00000188191	16	ENSP00000440449.1
100067228	ENSG00000070808	17	ENSP00000261793.8
100067498	ENSG00000179409	11	ENSP00000321706.5
100067615	ENSG00000104973	19	ENSP00000326767.5
100067760	ENSG00000176619	13	ENSP00000327054.3
100067776	ENSG00000121905	10	ENSP00000362566.3
100068229	ENSG00000185069	2	ENSP00000330101.2
100068243	ENSG00000133704	10	ENSP00000256079.4
100068246	ENSG00000070778	13	ENSP00000452414.1
100068259	ENSG00000142611	17	ENSP00000367643.2
100068264	ENSG00000065618	21	ENSP00000497653.1
100068268	ENSG00000162105	21	ENSP00000386491.1
100068511	ENSG00000069869	17	ENSP00000345530.2
100068652	ENSG00000240045	2	ENSP00000489859.1
100068995	ENSG00000151379	4	ENSP00000281047.3
100069021	ENSG00000164123	7	ENSP00000412215.2
100069030	ENSG00000184210	6	ENSP00000328036.3
100069038	ENSG00000196748	10	ENSP00000385898.3
100069045	ENSG00000177989	14	ENSP00000382804.2
100069067	ENSG00000166831	9	ENSP00000300069.4
100069089	ENSG00000146830	11	ENSP00000503354.1
100069191	ENSG00000163554	15	ENSP00000495214.1
100069795	ENSG00000187987	10	ENSP00000289788.4
100069830	ENSG00000089225	20	ENSP00000384152.3
100069922	ENSG00000188959	10	ENSP00000383456.4
100069938	ENSG00000061337	15	ENSP00000370981.1
100070134	ENSG00000109089	7	ENSP00000336587.5
100070143	ENSG00000160207	9	ENSP00000291560.2
100070165	ENSG00000181472	5	ENSP00000323183.4
100070216	ENSG00000063978	17	ENSP00000315212.8
100070263	ENSG00000018189	13	ENSP00000226328.4
100070339	ENSG00000111676	15	ENSP00000349076.3
100080183	ENSG00000105419	18	ENSP00000388667.2
100080275	ENSG00000205078	6	ENSP00000367911.4
100080336	ENSG00000086548	9	ENSP00000199764.6
100080346	ENSG00000269964	4	ENSP00000507827.1
100080453	ENSG00000118412	13	ENSP00000485346.1
100080464	ENSG00000095951	17	ENSP00000486543.1
100080512	ENSG00000223953	6	ENSP00000431140.1
100080594	ENSG00000260458	3	ENSP00000457807.2
100080752	ENSG00000151615	3	ENSP00000281321.3
100080795	ENSG00000173273	16	ENSP00000311579.6
100080813	ENSG00000063515	3	ENSP00000086933.2
100080816	ENSG00000213921	8	ENSP00000380053.3
100080871	ENSG00000061455	11	ENSP00000384725.3
